USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.1  0.1  23356 14356 ?        Ss   18:03   0:06 /sbin/init splash
brigitte    3261  0.0  0.1 710568 14784 ?        Ssl  18:04   0:00 /usr/libexec/xdg-desktop-portal
brigitte    3266  0.0  1.0 1086332 87828 ?       Ssl  18:04   0:00 /usr/libexec/xdg-desktop-portal-gnome
brigitte    3274  0.0  0.9 649940 80044 ?        Ssl  18:04   0:00 /usr/libexec/gsd-xsettings
brigitte    3379  0.0  0.3 427280 26740 ?        Ssl  18:04   0:00 /usr/libexec/xdg-desktop-portal-gtk
brigitte    3387  0.0  0.3 276528 25692 ?        Sl   18:04   0:00 /usr/libexec/ibus-x11
brigitte    3393  0.0  1.0 730244 86052 ?        Sl   18:04   0:00 /usr/libexec/mutter-x11-frames
brigitte    3489 10.5 10.2 12475164 830216 ?     Sl   18:04   8:05 /snap/firefox/5751/usr/lib/firefox/firefox
brigitte    3651  0.0  0.6 217584 49572 ?        Sl   18:04   0:00 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -parentBuildID 20250211160552 -prefsHandle 0 -prefsLen 32451 -prefMapHandle 1 -prefMapSize 261627 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {1de07eee-3852-41ee-aafb-cf7af047181a} -parentPid 3489 -crashReporter 5 -appDir /snap/firefox/5751/usr/lib/firefox/browser 1 socket
brigitte    3673  0.1  1.7 2491100 143640 ?      Sl   18:04   0:06 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 32576 -prefMapHandle 1 -prefMapSize 261627 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {f40523f3-b7ab-4be7-90b5-3c3be1f6b308} -parentPid 3489 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 2 tab
brigitte    3681  0.0  1.2 445016 98432 ?        Sl   18:04   0:01 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -parentBuildID 20250211160552 -prefsHandle 0 -prefsLen 32576 -prefMapHandle 1 -prefMapSize 261627 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {1c13ed63-2654-4761-ad55-08c200f074b2} -parentPid 3489 -crashReporter 5 -appDir /snap/firefox/5751/usr/lib/firefox/browser 3 rdd
brigitte    3722  0.0  0.3 1839420 24536 ?       Sl   18:04   0:00 /usr/bin/snap userd
brigitte    4031  0.0  1.1 2441408 93452 ?       Sl   18:04   0:01 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 40557 -prefMapHandle 1 -prefMapSize 261627 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d220f577-fb26-407a-b11d-dc99994336ee} -parentPid 3489 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 4 tab
brigitte    4226  0.0  0.7 352292 59004 ?        Sl   18:04   0:00 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -parentBuildID 20250211160552 -sandboxingKind 0 -prefsHandle 0 -prefsLen 40668 -prefMapHandle 1 -prefMapSize 261627 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {c5526d05-e2e2-449c-88b7-f9cdb6f204c5} -parentPid 3489 -crashReporter 5 -appDir /snap/firefox/5751/usr/lib/firefox/browser 5 utility
brigitte    4234  0.6  2.8 2646552 227468 ?      Sl   18:04   0:29 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37122 -prefMapHandle 1 -prefMapSize 261627 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {84320fcf-63dc-4025-856f-f24c37178d59} -parentPid 3489 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 6 tab
brigitte    4291  1.0  1.8 2502672 147644 ?      Sl   18:04   0:47 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37312 -prefMapHandle 1 -prefMapSize 261627 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {fe26632a-1d3a-4079-9461-3d5accbb9596} -parentPid 3489 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 8 tab
brigitte    4310  0.4  2.4 2651808 198084 ?      Sl   18:04   0:20 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37312 -prefMapHandle 1 -prefMapSize 261627 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {1aebb040-a437-4faf-ba08-209bc9dbec8a} -parentPid 3489 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 9 tab
brigitte    4388  0.0  0.4 578720 34016 ?        Sl   18:05   0:00 /usr/bin/update-notifier
root        5212  0.0  0.0      0     0 ?        S    18:08   0:00 [psimon]
brigitte    5444  4.3  3.4 2774044 277788 ?      Sl   18:10   3:05 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37487 -prefMapHandle 1 -prefMapSize 261627 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {f7279cd4-b394-48c9-b47e-ef7364881fdd} -parentPid 3489 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 10 tab
brigitte    5473  0.0  2.0 2528436 166800 ?      Sl   18:10   0:02 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37487 -prefMapHandle 1 -prefMapSize 261627 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {f52be205-c1d6-488c-a364-9288f59b6be2} -parentPid 3489 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 11 tab
root       11926  0.0  0.0      0     0 ?        I<   18:16   0:00 [kworker/2:2H]
brigitte   16997  0.0  0.7 3155728 63780 ?       Sl   18:20   0:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
root       17050  0.0  0.0      0     0 ?        I    18:20   0:01 [kworker/3:1-events]
brigitte   17115  0.1  2.1 2549388 170224 ?      Sl   18:22   0:03 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37487 -prefMapHandle 1 -prefMapSize 261627 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {b1763279-f7bb-4d74-ad44-709b3c5d73e0} -parentPid 3489 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 12 tab
brigitte   17545  0.0  1.8 2555768 148524 ?      Sl   18:27   0:03 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37487 -prefMapHandle 1 -prefMapSize 261627 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {872dcdcf-e365-4f83-96cd-17c80e872b32} -parentPid 3489 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 13 tab
root       17806  0.1  0.0      0     0 ?        I    18:34   0:03 [kworker/u514:3-events_unbound]
root       17860  0.0  0.0      0     0 ?        I<   18:36   0:00 [kworker/u518:3-ttm]
brigitte   17962  0.7  0.7 711616 60812 ?        Ssl  18:36   0:19 /usr/libexec/gnome-terminal-server
brigitte   17970  0.0  0.0  22096  7536 pts/0    Ss   18:36   0:00 bash
root       17999  0.0  0.0      0     0 ?        I<   18:36   0:00 [kworker/u519:6-ttm]
root       18003  0.0  0.0      0     0 ?        I<   18:36   0:00 [kworker/u520:0-ttm]
root       18010  0.0  0.0      0     0 ?        I    18:36   0:00 [kworker/u516:3-flush-8:0]
brigitte   18052  0.0  1.4 2450104 114648 ?      Sl   18:37   0:01 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37487 -prefMapHandle 1 -prefMapSize 261627 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {77a96586-9bd5-4226-a662-89834ca5601a} -parentPid 3489 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 14 tab
brigitte   18087  0.1  2.5 2618800 202484 ?      Sl   18:37   0:04 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37488 -prefMapHandle 1 -prefMapSize 261627 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {9d593e86-0d97-4e24-89eb-ab843a3942c7} -parentPid 3489 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 15 tab
brigitte   18128  0.4  2.0 2513096 165540 ?      Sl   18:37   0:11 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37488 -prefMapHandle 1 -prefMapSize 261627 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {ac93800e-ce3d-430e-9c2c-52cb889572e1} -parentPid 3489 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 16 tab
brigitte   18162  0.1  2.0 2526308 167644 ?      Sl   18:38   0:03 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37488 -prefMapHandle 1 -prefMapSize 261627 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {5e0c4562-605f-459e-909d-d1bd9b5895a4} -parentPid 3489 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 17 tab
root       18207  0.0  0.0      0     0 ?        I    18:39   0:00 [kworker/u513:0-events_unbound]
root       18284  0.0  0.0      0     0 ?        I    18:41   0:00 [kworker/u515:0-events_freezable_pwr_efficient]
brigitte   18339  0.0  0.9 2409208 75932 ?       Sl   18:45   0:00 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37488 -prefMapHandle 1 -prefMapSize 261627 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {44988c77-c950-484c-bb80-7116a7b9f05f} -parentPid 3489 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 18 tab
brigitte   18387  0.0  0.9 2409204 76532 ?       Sl   18:45   0:00 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37488 -prefMapHandle 1 -prefMapSize 261627 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {c087312f-f748-443a-816d-8de4a66c8b46} -parentPid 3489 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 19 tab
root       18414  0.0  0.0      0     0 ?        I<   18:45   0:00 [kworker/u521:0-ttm]
root       18415  0.0  0.0      0     0 ?        I<   18:45   0:00 [kworker/u521:1-ttm]
root       18423  0.0  0.0      0     0 ?        I<   18:45   0:00 [kworker/u520:4-ttm]
root       18443  0.0  0.0      0     0 ?        I<   18:46   0:00 [kworker/u518:2-ttm]
root       18447  0.0  0.0      0     0 ?        I<   18:46   0:00 [kworker/u519:2-ttm]
root       18461  0.0  0.5 590996 42628 ?        Ssl  18:47   0:01 /usr/libexec/fwupd/fwupd
root       18516  0.0  0.0      0     0 ?        I    18:48   0:00 [kworker/0:2-cgwb_release]
root       18518  0.0  0.0      0     0 ?        I    18:48   0:01 [kworker/2:0-mm_percpu_wq]
root       18564  0.0  0.0      0     0 ?        I    18:52   0:00 [kworker/u516:0-events_power_efficient]
brigitte   18623  0.0  0.0  17964  2364 pts/0    T    18:55   0:00 grep --color=auto .txt
root       18667  0.0  0.0      0     0 ?        I    18:57   0:00 [kworker/3:2-events]
brigitte   18703  0.0  0.0  22044  7864 pts/1    Ss+  19:00   0:00 bash
root       18734  0.0  0.0      0     0 ?        I    19:01   0:00 [kworker/u513:1-ext4-rsv-conversion]
root       18739  0.0  0.0      0     0 ?        I    19:02   0:00 [kworker/u515:2-events_power_efficient]
root       18744  0.0  0.0      0     0 ?        I    19:03   0:00 [kworker/2:1-cgroup_destroy]
root       18827  0.0  0.0      0     0 ?        I    19:07   0:00 [kworker/u515:1-events_power_efficient]
root       18828  0.0  0.0      0     0 ?        I    19:07   0:00 [kworker/u514:1-events_unbound]
root       18829  0.0  0.0      0     0 ?        I    19:07   0:00 [kworker/u513:2-events_freezable_pwr_efficient]
root       18852  0.0  0.0      0     0 ?        I    19:10   0:00 [kworker/1:2-events]
root       18877  0.0  0.0      0     0 ?        I    19:12   0:00 [kworker/0:0-events]
root       18903  0.0  0.0      0     0 ?        I    19:14   0:00 [kworker/u514:0-events_unbound]
root       18932  0.0  0.0      0     0 ?        I    19:16   0:00 [kworker/u516:2]
root       18958  0.0  0.0      0     0 ?        I    19:17   0:00 [kworker/u513:3]
root       18963  0.0  0.0      0     0 ?        I    19:17   0:00 [kworker/u515:3-events_freezable_pwr_efficient]
root       18970  0.0  0.0      0     0 ?        I    19:18   0:00 [kworker/0:1]
brigitte   19012  0.1  0.9 2409220 76264 ?       Sl   19:18   0:00 /snap/firefox/5751/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37488 -prefMapHandle 1 -prefMapSize 261627 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250211160552 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {c4d08a06-bee8-4092-a2fd-5354d3bb72ec} -parentPid 3489 -crashReporter 6 -greomni /snap/firefox/5751/usr/lib/firefox/omni.ja -appomni /snap/firefox/5751/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5751/usr/lib/firefox/browser 20 tab
root       19058  0.0  0.0      0     0 ?        I    19:20   0:00 [kworker/2:2]
root       19059  0.0  0.0      0     0 ?        I    19:20   0:00 [kworker/2:3]
root       19072  0.0  0.0      0     0 ?        I<   19:20   0:00 [kworker/u518:0-ttm]
root       19073  0.0  0.0      0     0 ?        I<   19:20   0:00 [kworker/u521:2]
brigitte   19084  300  0.0  22676  5024 pts/0    R+   19:21   0:00 ps aux
